codigo,descripcion
2125501029900,"Camarones de agua fría secos, salados o en salmuera, excepto ahumados"
2125501030000,Camarones de agua fría simplemente ahumados
2125502010100,"Langostinos de agua fría ahumados y congelados, incluso pelados o cocidos antes o durante el ahumado"
2125502019900,"Langostinos de agua fría congelados, excepto ahumados"
2125502020100,"Langostinos de agua fría ahumados y secos, salados o en salmuera"
2125502029900,"Langostinos de agua fría secos, salados o en salmuera, excepto ahumados"
2125502030000,Langostinos de agua fría simplemente ahumados
2125601010100,Camarones cultivados ahumados y congelados
2125601019900,"Camarones cultivados congelados, excepto ahumados"
2125601020100,"Camarones cultivados ahumados y secos, salados o en salmuera"
2125601029900,"Camarones cultivados secos, salados o en salmuera, excepto ahumados"
2125601030000,Camarones cultivados simplemente ahumados
2125602010100,"Langostinos y demás decápodos natantia, cultivados, ahumados y congelados, incluso pelados o cocidos antes o durante el ahumado"
2125602019900,"Langostinos y demás decápodos natantia, cultivados, congelados, excepto ahumados"
2125602020100,"Langostinos y demás decápodos natantia, cultivados, ahumados y secos, salados o en salmuera"
2125602029900,"Langostinos y demás decápodos natantia, cultivados, secos, salados o en salmuera, excepto ahumados"
2125602030000,"Langostinos y demás decápodos natantia, cultivados, simplemente ahumados"
2125901010100,"Crustáceos n.c.p., ahumados y congelados, incluso pelados o cocidos antes o durante el ahumado"
2125901019900,"Crustáceos n.c.p., congelados, excepto ahumados"
2125901020100,"Crustáceos n.c.p., ahumados y secos, salados o en salmuera"
2125901029900,"Crustáceos n.c.p., secos, salados o en salmuera, excepto ahumados"
2125901030000,"Crustáceos n.c.p., simplemente ahumados"
2125902000000,"Harina, polvo y gránulos de crustáceos, aptos para el consumo humano"
2126100000000,"Abulones congelados, ahumados, secos, salados o en salmuera"
2126200000000,"Ostras congeladas, ahumadas, secas, saladas o en salmuera"
2126300000000,"Moluscos (mejillones) congelados, secos, salados o en salmuera"
2126400000000,"Ostiones (veneras, vieiras) congelados, ahumados, secos, salados o en salmuera"
2126500000000,"Almejas, berberechos y conchas arca, congeladas, ahumadas, secas, saladas o en salmuera"
2126600000100,"Calamares blancos y torpedos, congelados, ahumados, secos, salados o en salmuera"
2126600000200,"Jibia y globitos, otros calamares y potas, congeladas, ahumadas, secas, saladas o en salmuera"
2126700000100,"Pulpos ahumados, incluso pelados o cocidos antes o durante el ahumado"
2126700000200,"Pulpos congelados, secos, salados o en salmuera"
2126800000100,"Moluscos ahumados, incluso pelados o cocidos antes o durante el ahumado, n.c.p."
2126800000200,"Moluscos congelados, secos, salados o en salmuera, n.c.p."
2126900000100,"Invertebrados acuáticos ahumados, incluso pelados o cocidos antes o durante el ahumado, n.c.p."
2126900000200,"Invertebrados acuáticos congelados, secos, salados o en salmuera, n.c.p."
2127000000100,"Cangrejos (excepto macruros), preparados o conservados de otra forma, n.c.p."
2127000000200,"Camarones, langostinos y demás decápodos natantia, preparados o conservados de otra forma, n.c.p."
2127000000300,"Bogavantes, preparados o conservados de otra forma, n.c.p."
2127000000400,"Langostas, preparadas o conservadas de otra forma, n.c.p."
2127000009900,"Crustáceos, preparados o conservados de otra forma, n.c.p."
2128000000100,"Ostras, preparadas o conservadas de otra forma, n.c.p."
2128000000200,"Vieiras, voladeiras y demás moluscos de los géneros pecten, chlamys o placopecten, preparados o conservados de otra forma, n.c.p."
2128000000300,"Mejillones, preparados o conservados de otra forma, n.c.p."
2128000000400,"Jibias, globitos, calamares y potas, preparados o conservados de otra forma, n.c.p."
2128000000500,"Pulpo, preparado o conservado de otra forma, n.c.p."
2128000000600,"Almejas, preparadas o conservadas de otra forma, n.c.p."
2128000009900,"Moluscos e invertebrados acuáticos, preparados o conservados de otra forma, n.c.p."
2129101000100,"Harina de pescado, no apta para consumo humano"
2129101009900,"Harinas de crustáceos, moluscos u otros invertebrados acuáticos, no aptas para el consumo humano"
2129199000000,"Gránulos de pescado, crustáceos, moluscos u otros invertebrados acuáticos, no aptos para el consumo humano"
2129900000100,"Huevas y lechas de pescado, no aptos para el consumo humano"
2129900009900,"Productos de pescado, crustáceos, moluscos u otros invertebrados acuáticos; pescado, crustáceos, moluscos u otros invertebrados acuáticos muertos, no aptos para el consumo humano, n.c.p."
2131100000000,"Frijoles, congelados"
2131200000000,"Arvejas (guisantes), congelados"
2131300000100,"Papas cocidas con agua o vapor, congeladas"
2131300009900,Papas congeladas n.c.p.
2131900000100,Espinacas y armuelles congeladas
2131900000200,"Maíz dulce, congelado"
2131900000300,"Zanahoria, congelada"
2131900000400,"Cebolla, tomate, coliflor y chile dulce, congelados (incluye: cocidos con agua o vapor)"
2131900000500,"Apio envasado o empacado en plástico sellado, congelado"
2131900000600,"Mezclas de hortalizas, congeladas"
2131900009900,"Vegetales y legumbres n.c.p., congeladas (incluye: cocidos con agua o vapor)"
2132100000100,Jugo de tomate concentrado
2132100000200,Jugo de tomate natural
2132900000000,"Jugos de vegetales, n.c.p."
2133000000100,"Aceitunas conservadas provisionalmente con gas sulfuroso, agua salada u otro"
2133000000200,"Pepino y pepinillo, conservados provisionalmente con gas sulfuroso, agua salada u otro"
2133000000300,"Hongos conservados provisionalmente con gas sulfuroso, agua salada u otro (incluye: hongos del género agaricus)"
2133000000400,"Trufas conservadas provisionalmente con gas sulfuroso, agua salada u otro"
2133000000500,"Cebolla conservada provisionalmente con gas sulfuroso, agua salada u otro"
2133000000600,"Alcaparras conservadas provisionalmente con gas sulfuroso, agua salada u otro"
2133000000700,Maíz tierno en mazorcas y conservado en salmuera
2133000000800,"Papa, tomate, zanahoria, coliflor, chile dulce y las mezclas de hortalizas, conservadas provisionalmente con gas sulfuroso, agua salada u otro"
2133000009900,"Hortalizas n.c.p., conservadas provisionalmente con gas sulfuroso, agua salada u otro"
2134000000100,"Pepinos y pepinillos, conservados por vinagre o ácido acético"
2134000000200,"Elotito (jilote, chilote) preparado o conservado en vinagre o ácido acético"
2134000000300,Cebolla preparada o conservada en vinagre o ácido acético
2134000000400,Tomate preparado o conservado en vinagre o ácido acético
2134000000500,Chile jalapeño preparado o conservado en vinagre o ácido acético
2134000000600,Aceitunas preparadas o conservadas en vinagre o ácido acético
2134000000700,Alcaparra preparada o conservada en vinagre o ácido acético
2134000000800,Espárragos preparados o conservados en vinagre o ácido acético
2134000000900,Alcachofa preparada o conservada en vinagre o ácido acético
2134000001000,"Mezcla de vegetales u hortalizas, preparadas o conservadas en vinagre o ácido acético"
2134000009900,"Vegetales, legumbres y papas preparados o conservados en vinagre o ácido acético, n.c.p."
2139100000000,"Comidas preparadas a base de verduras, legumbres y papas, no consumidos en el sitio"
2139200000100,"Harina, sémola y polvo de papa"
2139200000200,Copos y gránulos de papa
2139301000100,Cebolla seca en polvo
2139301009900,"Cebolla seca, n.c.p."
2139302000100,"Hongos del género Agaricus, secos"
2139302000200,"Orejas de Judas, secas"
2139302000300,"Hongos gelatinosos, secos"
2139302009900,Hongos y trufas secas n.c.p.
2139303000100,"Maíz dulce para la siembra (granos), seco"
2139303000200,Maíz dulce seco
2139399000100,"Papa, tomate, zanahoria, coliflor, chile dulce y las mezclas de hortalizas, secas"
2139399000200,"Tomates, perejil, mejorana o ajos, secos"
2139399009900,Hortalizas secas n.c.p.
2139400000100,"Papas troceadas y precocidas tipo ""hash brown"", preparadas o conservadas, excepto en vinagre o ácido acético, congeladas"
2139400000200,"Papas en rodajas, tostadas"
2139400000300,"Papas preparadas o conservadas, excepto en vinagre o ácido acético, sin congelar"
2139501000100,"Frijoles negros y rojos enteros, cocidos"
2139501000200,"Frijoles negros y rojos molidos, cocidos"
2139502000000,"Frijoles blancos, preparados o conservados de otra forma, sin congelar"
2139503000000,"Cubaces, preparados o conservados de otra forma, sin congelar"
2139599000000,"Frijoles, preparados o conservados de otra forma, sin congelar, n.c.p."
2139600000000,"Arvejas (guisantes), preparadas o conservadas de otra forma, sin congelar"
2139701000000,"Trufas, preparadas o conservadas, excepto en vinagre o en ácido acético"
2139702010100,"Hongos del género Agaricus, estofados y enlatados"
2139702019900,"Hongos del género Agaricus, preparados o conservados, excepto en vinagre o en ácido acético, n.c.p."
2139702990100,"Hongos, estofados y enlatados, n.c.p."
2139702999900,"Hongos, preparados o conservados, excepto en vinagre o en ácido acético, n.c.p."
2139901000100,"Coliflor con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139901000200,"Brócoli con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139901000300,"Repollo con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139902000100,"Ayote con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139902000200,"Calabaza raspada con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139902000300,"Zucchini y pipian, conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139903010100,"Yuca enlatada, envasada o empacada en plástico sellado"
2139903010200,"Camote enlatado, envasado o empacado en plástico sellado"
2139903010300,"Yampí enlatado, envasado o empacado en plástico sellado"
2139903010400,"Ñame enlatado, envasado o empacado en plástico sellado"
2139903010500,"Ñampí enlatado, envasado o empacado en plástico sellado"
2139903010600,"Tiquizque enlatado, envasado o empacado en plástico sellado"
2139903010700,"Malanga enlatada, envasada o empacada en plástico sellado"
2139903019900,"Raíces y tubérculos enlatados, envasados o empacados en plástico sellado, n.c.p."
2139903020100,Yuca rebanada y tostada
2139903020200,Camote rebanado y tostado
2139903020300,Yampí rebanado y tostado
2139903020400,Ñame rebanado y tostado
2139903020500,Ñampí rebanado y tostado
2139903020600,Tiquizque rebanado y tostado
2139903020700,Malanga rebanada y tostada
2139903029900,"Raíces y tubérculos, rebanados y tostados, n.c.p."
2139999000100,"Zanahoria conservada por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000200,"Pepinos y pepinillos, conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000300,"Lentejas conservadas por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000400,"Habas, habas caballar y menor, conservadas por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000500,"Tomate entero o en trozos, con conservante diferente a vinagre, ácido acético o azúcar, n.c.p."
2139999000600,"Concentrado de tomate conservado por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000700,"Espárragos conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000800,"Aceitunas conservadas por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999000900,"Maíz dulce conservado por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999001000,"Brotes de bambú conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999001100,"Arvejas, conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999001200,"Garbanzos conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999001300,"Mezclas de vegetales y legumbres, conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2139999009900,"Vegetales y legumbres, conservados por algo que no sea vinagre, ácido acético o azúcar, n.c.p."
2141100000000,Pasas
2141200000000,"Ciruelas, secas"
2141901000100,"Naranjas, secas"
2141901000200,"Mandarinas, secas"
2141901000300,"Clementinas, secas"
2141901000400,"Frutas híbridas de agrios, secas"
2141901000500,"Toronjas o pomelos, secos"
2141901000600,"Limones y limas, secos"
2141901009900,"Otras frutas cítricas, secas"
2141999000100,"Bananos, secos"
2141999000200,"Plátanos, secos"
2141999000300,"Dátiles, secos"
2141999000400,"Higos, secos"
2141999000500,"Piñas, secas"
2141999000600,"Aguacates, secos"
2141999000700,"Mangos, secos"
2141999000800,"Guayabas, secas"
2141999000900,"Mangostanes, secos"
2141999001000,"Arándanos, secos"
2141999001100,"Albaricoques, secos"
2141999001200,"Manzanas, secas"
2141999001300,"Duraznos y mosquetas, secos"
2141999001400,"Mezclas de frutas, secas"
2141999009900,Frutas secas n.c.p.
2142100000000,"Maní, sin cáscara"
2142200010000,"Almendras sin cáscara, frescas"
2142200020000,"Almendras sin cáscara, secas"
2142300010000,"Avellanas sin cáscara, frescas"
2142300020000,"Avellanas sin cáscara, secas"
2142400010000,"Semillas de marañón (castañas de cajú) sin cáscara, frescas"
2142400020000,"Semillas de marañón (castañas de cajú) sin cáscara, secas"
2142901000100,"Coco sin cáscara, seco, rayado"
2142901000200,"Coco sin cáscara, seco, n.c.p."
2142902010000,"Nueces de Brasil sin cáscara, frescas"
2142902020000,"Nueces de Brasil sin cáscara, secas"
2142903010000,"Nueces de nogal sin cáscara, frescas"
2142903020000,"Nueces de nogal sin cáscara, secas"
2142904010000,"Castañas sin cáscara, frescas"
2142904020000,"Castañas sin cáscara, secas"
2142905010000,"Pistacho sin cáscara, fresco"
2142905020000,"Pistacho sin cáscara, seco"
2142906010000,"Macadamia sin cáscara, fresca"
2142906020000,"Macadamia sin cáscara, seca"
2142999000100,"Nueces de cola sin cáscara, secas"
2142999000200,"Nueces de areca sin cáscara, secas"
2142999009900,"Frutos secos sin cáscara, n.c.p."
2143100010100,"Jugo natural de naranja, fresco o refrigerado"
